Year,Minister,Speech,,,,,
2021-22,Nirmala Sitharaman,"302.        We are proposing certain changes to benefit MSMEs. We are increasing duty from 10% to 15% on steel screws and plastic builder wares. On prawn feed we increase it from 5% to 15%. We are rationalizing exemption on import of duty-free items as an incentive to exporters of garments, leather, and handicraft items. Almost all these items are made domestically by our MSMEs. We are withdrawing exemption on imports of certain kind of leathers as they are domestically produced in good quantity and quality, mostly by MSMEs. We are also raising customs duty on finished synthetic gem stones to encourage their domestic processing.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,303.       Agriculture Products,,,,,
2021-22,Nirmala Sitharaman,"304.       To benefit farmers, we are raising customs duty on cotton from nil to 10% and on raw silk and silk yarn from 10% to 15%. We are also withdrawing end-use based concession on denatured ethyl alcohol. Currently, rates are being uniformly calibrated to 15% on items like maize bran, rice bran oil cake, and animal feed additives.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"305.         There is an immediate need to improve agricultural infrastructure so that we produce more, while also conserving and processing agricultural output efficiently. This will ensure enhanced remuneration for our farmers. To earmark resources for this purpose, I propose an Agriculture Infrastructure and Development Cess (AIDC) on a small number of items. However, while applying this cess, we have taken care not to put additional burden on consumers on most items.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,306.        Rationalization of Procedures and Easing of Compliance ,,,,,
2021-22,Nirmala Sitharaman,"307.        For their judicious application, we propose certain changes in the provisions relating to ADD and CVD levies. To complete Customs investigations, we are prescribing definite timelines. In 2020, we rolled out the Turant Customs initiative, which brought in Faceless, Paperless, and Contactless Customs measures. With effect from September 2020, we have implemented a new procedure for administration of Rules of Origin. This has helped in putting a check on misuse of FTAs.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,308.        The specific details of direct and  indirect tax changes proposed are listed in the Annexure to my speech.,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"309.        Mr. Speaker Sir, with these words I commend the Budget to this august House.",,,,,
2022-23,Nirmala Sitharaman,"Hon’ble Speaker, ",,,,,
2022-23,Nirmala Sitharaman,I present theBudget for the year 2022-23.,,,,,
2022-23,Nirmala Sitharaman,Introduction,,,,,
2022-23,Nirmala Sitharaman,"At the outset, I want to take a moment to express my empathy for those who had to bear adverse health and economic effects of the pandemic. ",,,,,
2022-23,Nirmala Sitharaman,"The overall, sharp rebound and recovery of the economyis reflective of our country’s strong resilience. India’s economic growth in the current year is estimated to be 9.2 per cent, highest among all large economies. ",,,,,
2022-23,Nirmala Sitharaman,"1.              I recognise we are in the midst of an Omicron wave, with high incidence, but milder symptoms. Further, the speed and coverage of our vaccination campaign has helped greatly. With the accelerated improvement of health infrastructure in the past two years, we are in a strong position to withstand challenges.  I am confident that with SabkaPrayaswe will continue our journey of strong growth.",,,,,
2022-23,Nirmala Sitharaman,"2.              Hon’ble Speaker, we are marking AzadikaAmritMahotsav, and have entered into AmritKaal, the 25-year-long leadup to India@100.  Hon’ble Prime Minister in his Independence Day address had set-out the vision for India@100.  ",,,,,
2022-23,Nirmala Sitharaman,"3.              By achieving certain goals during the AmritKaal, our government aims to attain the vision. They are:",,,,,
2022-23,Nirmala Sitharaman,"·        Complementing the macro-economic level growth focus with a micro-economic level all-inclusive welfare focus,",,,,,
2022-23,Nirmala Sitharaman,"·        Promoting digital economy &fintech, technology enabled development, energy transition, and climate action, and",,,,,
2022-23,Nirmala Sitharaman,·        Relying on virtuous cycle starting from private investment with public capital investment helping to crowd-in private investment.,,,,,
2022-23,Nirmala Sitharaman,"4.              Since 2014 our government’s focus has been on empowerment of citizens, especially the poor and the marginalised. Measures have included programmes that have provided housing, electricity, cooking gas, and access to water. We also have programmes for ensuring financial inclusion and direct benefit transfers. We are committed to strengthening the abilities of the poor to tap all opportunities. Our government constantly strives to provide the necessary ecosystem for the middle classes – a vast and wide section which is populated across various middle-income brackets – to make use of the opportunities they so desire. ",,,,,
2022-23,Nirmala Sitharaman,"5.              This Budget seeks to lay the foundation and give a blueprint to steer the economy over the AmritKaal of the next 25 years – from India at 75 to India at 100. It continues to build on the vision drawn in the Budget of 2021-22. Its fundamental tenets, which included transparency of financial statement and fiscal position, reflect the government’s intent, strengths, and challenges. This continues to guide us.",,,,,
2022-23,Nirmala Sitharaman,6.              The initiatives of the last year’s Budget have seen significant progress and have been provided with adequate allocations in this Budget as well. ,,,,,
2022-23,Nirmala Sitharaman,"7.              The strengthening of health infrastructure, speedy implementation of the vaccination programme, and the nation-wide resilient response to the current wave of the pandemic, are evident for all. ",,,,,
2022-23,Nirmala Sitharaman,"8.              The Productivity Linked Incentive in 14 sectors for achieving the vision of AtmaNirbhar Bharat has received excellent response, with potential to create 60 lakh new jobs, and an additional production of ` 30 lakh crore during next 5 years. ",,,,,
2022-23,Nirmala Sitharaman,"9.              Towards implementation of the new Public Sector Enterprise policy, the strategic transfer of ownership of Air India has been completed. The strategic partner for NINL (NeelanchalIspat Nigam Limited) has been selected. The public issue of the LIC is expected shortly. Others too are in the process for 2022-23. ",,,,,
2022-23,Nirmala Sitharaman,10.           The National Bank for Financing Infrastructure and Development (NaBFID) and National Asset Reconstruction Company have commenced their activities.   ,,,,,
2022-23,Nirmala Sitharaman,"11.           Hon'ble Speaker sir, Budget 2021-22 had provided a sharp increase in provision for public investment or capital expenditure. Throughout the year, with the Hon'ble Prime Minister, guiding the implementation, our economic recovery is continuing to benefit from the multiplier effect. ",,,,,
2022-23,Nirmala Sitharaman,"12.           This Budget continues to provide impetus for growth. It lays a parallel track of (1) a blueprint for the AmritKaal, which is futuristic and inclusive. This will directly benefit our youth, women, farmers, the Scheduled Castes and the Scheduled Tribes. And (2) big public investment for modern infrastructure, readying for India at 100. This shall be guided by PM GatiShakti and be benefited by the synergy of multi-modal approach. Moving forward, on this parallel track, we lay the following four priorities: ",,,,,
2022-23,Nirmala Sitharaman,·       PM GatiShakti,,,,,
2022-23,Nirmala Sitharaman,·       Inclusive Development,,,,,
2022-23,Nirmala Sitharaman,"·       Productivity Enhancement & Investment, Sunrise Opportunities, Energy Transition, and Climate Action",,,,,
2022-23,Nirmala Sitharaman,·       Financing of Investments,,,,,
2022-23,Nirmala Sitharaman,PM GatiShakti,,,,,
2022-23,Nirmala Sitharaman,"13.           PM GatiShakti is a transformative approach for economic growth and sustainable development. The approach is driven by seven engines, namely, Roads, Railways, Airports, Ports, Mass Transport, Waterways, and Logistics Infrastructure. All seven engines will pull forward the economy in unison. These engines are supported by the complementary roles of Energy Transmission, IT Communication, Bulk Water & Sewerage, and Social Infrastructure. Finally, the approach is powered by Clean Energy and SabkaPrayas – the efforts of the Central Government, the state governments, and the private sector together – leading to huge job and entrepreneurial opportunities for all, especially the youth. ",,,,,
2022-23,Nirmala Sitharaman,PM GatiShakti National Master Plan,,,,,
2022-23,Nirmala Sitharaman,"14.           The scope of PM GatiShakti National Master Plan will encompass the seven engines for economic transformation, seamless multimodal connectivity and logistics efficiency. It will also include the infrastructure developed by the state governments as per the GatiShakti Master Plan. The focus will be on planning, financing including through innovative ways, use of technology, and speedier implementation.",,,,,
